Datetime,Temperature,Humidity,WindSpeed,Consumption,Hour,Fridge,TV,AC,Oven,Fan,Light
2017-02-02 01:00:00,9.02,63.56,17.694,1.141,1,1,0,0,0,0,1
2017-02-02 02:00:00,9.138,62.797,17.6976,1.055,2,1,0,0,0,0,1
2017-02-02 03:00:00,8.395,66.155,17.7012,1.018,3,1,0,0,0,0,1
2017-02-02 04:00:00,7.494,70.473,17.694,1.004,4,1,0,0,0,0,1
2017-02-02 05:00:00,6.946,74.8,17.694,1.038,5,1,0,0,0,0,1
2017-02-02 06:00:00,7.107,76.05,17.6904,1.083,6,1,0,0,0,0,1
2017-02-02 07:00:00,7.6,74.817,17.6868,0.941,7,1,0,0,0,0,0
2017-02-02 08:00:00,8.155,73.867,17.6868,1.026,8,1,0,0,0,0,0
2017-02-02 09:00:00,8.525,74.567,17.6904,1.191,9,1,0,0,0,0,0
2017-02-02 10:00:00,10.742,67.65,17.694,1.331,10,1,0,0,1,0,0
2017-02-02 11:00:00,12.738,57.162,17.6976,1.435,11,1,0,0,1,0,0
2017-02-02 12:00:00,13.353,54.902,17.715600000000002,1.473,12,1,0,0,1,0,0
2017-02-02 13:00:00,13.46,51.785,17.712,1.481,13,1,0,0,1,0,0
2017-02-02 14:00:00,13.98,49.91,17.708399999999997,1.473,14,1,0,0,1,0,0
2017-02-02 15:00:00,13.595,50.73,17.704800000000002,1.469,15,1,0,0,1,0,0
2017-02-02 16:00:00,13.6,49.733,17.704800000000002,1.444,16,1,0,0,1,0,0
2017-02-02 17:00:00,13.795,48.352,17.7012,1.529,17,1,0,0,1,0,0
2017-02-02 18:00:00,13.58,50.983,17.6976,1.9,18,1,0,0,1,0,1
2017-02-02 19:00:00,13.563,50.748,17.708399999999997,1.901,19,1,0,0,1,0,1
2017-02-02 20:00:00,13.258,53.697,17.708399999999997,1.887,20,1,0,0,1,0,1
2017-02-02 21:00:00,13.29,54.322,17.708399999999997,1.827,21,1,1,0,0,0,1
2017-02-02 22:00:00,13.212,57.01,17.704800000000002,1.69,22,1,1,0,0,0,1
2017-02-02 23:00:00,13.72,54.435,17.704800000000002,1.492,23,1,1,0,0,0,1
2017-02-03 00:00:00,14.113,53.127,17.6976,1.28,0,1,0,0,0,0,1
2017-02-03 01:00:00,14.148,54.167,17.704800000000002,1.135,1,1,0,0,0,0,1
2017-02-03 02:00:00,14.073,55.767,17.704800000000002,1.054,2,1,0,0,0,0,1
2017-02-03 03:00:00,14.008,57.21,17.704800000000002,1.021,3,1,0,0,0,0,1
2017-02-03 04:00:00,13.41,63.067,17.708399999999997,1.008,4,1,0,0,0,0,1
2017-02-03 05:00:00,12.82,70.215,17.6904,1.04,5,1,0,0,0,0,1
2017-02-03 06:00:00,12.818,72.865,17.6904,1.067,6,1,0,0,0,0,1
2017-02-03 07:00:00,12.798,73.6,17.6976,0.916,7,1,0,0,0,0,0
2017-02-03 08:00:00,13.422,69.165,17.694,1.003,8,1,0,0,0,0,0
2017-02-03 09:00:00,13.792,66.13,17.6904,1.174,9,1,0,0,0,0,0
2017-02-03 10:00:00,13.932,68.068,17.6832,1.317,10,1,0,0,1,0,0
2017-02-03 11:00:00,14.36,65.915,17.6904,1.41,11,1,0,0,1,0,0
2017-02-03 12:00:00,14.377,65.952,17.6976,1.382,12,1,0,0,1,0,0
2017-02-03 13:00:00,14.823,61.97,0.6335999999999999,1.367,13,1,0,0,1,0,0
2017-02-03 14:00:00,14.827,61.437,0.2952,1.348,14,1,0,0,1,0,0
2017-02-03 15:00:00,15.083,56.988,0.2952,1.331,15,1,0,0,1,0,0
2017-02-03 16:00:00,14.19,64.948,0.2916,1.306,16,1,0,0,1,0,0
2017-02-03 17:00:00,14.432,64.49,0.288,1.392,17,1,0,0,1,0,0
2017-02-03 18:00:00,14.238,62.053,0.2988,1.797,18,1,0,0,1,0,1
2017-02-03 19:00:00,14.303,60.258,0.2916,1.818,19,1,0,0,1,0,1
2017-02-03 20:00:00,14.393,58.722,0.2952,1.826,20,1,0,0,1,0,1
2017-02-03 21:00:00,12.838,74.03,0.2916,1.765,21,1,1,0,0,0,1
2017-02-03 22:00:00,12.913,71.298,0.288,1.66,22,1,1,0,0,0,1
2017-02-03 23:00:00,13.248,67.453,0.288,1.475,23,1,1,0,0,0,1
2017-02-04 00:00:00,12.945,71.287,0.288,1.27,0,1,0,0,0,0,1
2017-02-04 01:00:00,12.997,71.632,0.288,1.125,1,1,0,0,0,0,1
2017-02-04 02:00:00,12.443,75.733,0.2916,1.041,2,1,0,0,0,0,1
2017-02-04 03:00:00,12.95,67.938,0.2808,0.996,3,1,0,0,0,0,1
2017-02-04 04:00:00,12.5,73.393,0.2844,0.977,4,1,0,0,0,0,1
2017-02-04 05:00:00,12.248,75.5,0.2844,1.017,5,1,0,0,0,0,1
2017-02-04 06:00:00,11.65,78.067,0.2952,1.037,6,1,0,0,0,0,1
2017-02-04 07:00:00,10.567,82.233,0.2916,0.873,7,1,0,0,0,0,0
2017-02-04 08:00:00,10.575,83.117,0.288,0.946,8,1,0,0,0,0,0
2017-02-04 09:00:00,10.395,79.1,0.2988,1.126,9,1,0,0,0,0,0
2017-02-04 10:00:00,10.703,74.967,0.2988,1.275,10,1,0,0,1,0,0
2017-02-04 11:00:00,11.232,69.117,0.3024,1.366,11,1,0,0,1,0,0
2017-02-04 12:00:00,11.853,59.688,0.3132,1.408,12,1,0,0,1,0,0
2017-02-04 13:00:00,11.938,53.743,0.3024,1.419,13,1,0,0,1,0,0
2017-02-04 14:00:00,11.95,50.905,0.3096,1.419,14,1,0,0,1,0,0
2017-02-04 15:00:00,11.925,50.275,0.3024,1.364,15,1,0,0,1,0,0
2017-02-04 16:00:00,11.463,51.193,0.306,1.314,16,1,0,0,1,0,0
2017-02-04 17:00:00,11.795,53.035,0.306,1.405,17,1,0,0,1,0,0
2017-02-04 18:00:00,10.755,54.64,0.3024,1.799,18,1,0,0,1,0,1
2017-02-04 19:00:00,10.348,52.615,0.2988,1.831,19,1,0,0,1,0,1
2017-02-04 20:00:00,10.2,51.183,0.3204,1.81,20,1,0,0,1,0,1
2017-02-04 21:00:00,9.385,53.193,0.324,1.767,21,1,1,0,0,0,1
2017-02-04 22:00:00,8.99,53.113,0.3096,1.661,22,1,1,0,0,0,1
2017-02-04 23:00:00,8.837,50.125,0.324,1.486,23,1,1,0,0,0,1
2017-02-05 00:00:00,8.525,49.167,0.324,1.272,0,1,0,0,0,0,1
2017-02-05 01:00:00,8.205,51.362,0.3348,1.115,1,1,0,0,0,0,1
2017-02-05 02:00:00,8.197,54.392,0.3276,1.022,2,1,0,0,0,0,1
2017-02-05 03:00:00,8.182,56.36,0.324,0.976,3,1,0,0,0,0,1
2017-02-05 04:00:00,7.735,59.272,0.324,0.967,4,1,0,0,0,0,1
2017-02-05 05:00:00,7.183,62.187,0.3204,0.993,5,1,0,0,0,0,1
2017-02-05 06:00:00,6.744,60.567,0.3312,0.99,6,1,0,0,0,0,1
2017-02-05 07:00:00,6.504,56.762,0.3276,0.811,7,1,0,0,0,0,0
2017-02-05 08:00:00,6.53,55.838,0.3132,0.834,8,1,0,0,0,0,0
2017-02-05 09:00:00,6.851,57.172,0.3204,0.96,9,1,0,0,0,0,0
2017-02-05 10:00:00,8.282,50.473,0.3132,1.107,10,1,0,0,1,0,0
2017-02-05 11:00:00,9.2,47.613,0.3132,1.217,11,1,0,0,1,0,0
2017-02-05 12:00:00,9.883,46.71,0.3132,1.279,12,1,0,0,1,0,0
2017-02-05 13:00:00,10.735,43.178,0.3167999999999999,1.301,13,1,0,0,1,0,0
2017-02-05 14:00:00,11.385,40.478,0.3132,1.275,14,1,0,0,1,0,0
2017-02-05 15:00:00,11.828,35.993,0.3132,1.243,15,1,0,0,1,0,0
2017-02-05 16:00:00,11.553,38.108,0.3096,1.209,16,1,0,0,1,0,0
2017-02-05 17:00:00,11.067,41.698,0.306,1.269,17,1,0,0,1,0,0
2017-02-05 18:00:00,9.875,50.29,0.3096,1.682,18,1,0,0,1,0,1
2017-02-05 19:00:00,8.917,53.268,0.3096,1.733,19,1,0,0,1,0,1
2017-02-05 20:00:00,8.59,53.783,0.3096,1.746,20,1,0,0,1,0,1
2017-02-05 21:00:00,9.295,46.95,0.3024,1.723,21,1,1,0,0,0,1
2017-02-05 22:00:00,9.987,46.522,0.2988,1.635,22,1,1,0,0,0,1
2017-02-05 23:00:00,10.378,45.455,0.3024,1.447,23,1,1,0,0,0,1
2017-02-06 00:00:00,9.792,49.32,0.324,1.239,0,1,0,0,0,0,1
2017-02-06 01:00:00,10.083,49.9,0.3132,1.097,1,1,0,0,0,0,1
2017-02-06 02:00:00,10.498,48.218,0.3132,1.018,2,1,0,0,0,0,1
2017-02-06 03:00:00,10.312,49.047,0.3167999999999999,0.983,3,1,0,0,0,0,1
2017-02-06 04:00:00,10.565,46.923,0.3096,0.976,4,1,0,0,0,0,1
2017-02-06 05:00:00,10.545,46.898,0.306,1.012,5,1,0,0,0,0,1
2017-02-06 06:00:00,10.51,48.637,0.306,1.031,6,1,0,0,0,0,1
2017-02-06 07:00:00,10.143,51.97,0.3024,0.891,7,1,0,0,0,0,0
2017-02-06 08:00:00,10.073,52.737,0.2988,0.985,8,1,0,0,0,0,0
2017-02-06 09:00:00,10.285,52.592,0.306,1.146,9,1,0,0,0,0,0
2017-02-06 10:00:00,10.783,51.582,0.3096,1.291,10,1,0,0,1,0,0
2017-02-06 11:00:00,10.915,53.385,0.3024,1.386,11,1,0,0,1,0,0
2017-02-06 12:00:00,11.567,51.342,0.3096,1.427,12,1,0,0,1,0,0
2017-02-06 13:00:00,11.81,49.512,0.3132,1.414,13,1,0,0,1,0,0
2017-02-06 14:00:00,12.532,44.985,0.3024,1.402,14,1,0,0,1,0,0
2017-02-06 15:00:00,12.388,47.233,0.3167999999999999,1.385,15,1,0,0,1,0,0
2017-02-06 16:00:00,12.508,41.952,0.3096,1.34,16,1,0,0,1,0,0
2017-02-06 17:00:00,12.388,40.857,0.3096,1.378,17,1,0,0,1,0,0
2017-02-06 18:00:00,11.275,45.437,0.3096,1.792,18,1,0,0,1,0,1
2017-02-06 19:00:00,10.102,48.932,0.3132,1.836,19,1,0,0,1,0,1
2017-02-06 20:00:00,9.138,54.803,0.3204,1.834,20,1,0,0,1,0,1
2017-02-06 21:00:00,8.527,58.075,0.3167999999999999,1.779,21,1,1,0,0,0,1
2017-02-06 22:00:00,7.99,61.075,0.3132,1.657,22,1,1,0,0,0,1
2017-02-06 23:00:00,7.605,62.975,0.306,1.453,23,1,1,0,0,0,1
2017-02-07 00:00:00,7.113,64.943,0.3167999999999999,1.237,0,1,0,0,0,0,1
2017-02-07 01:00:00,6.752,66.168,0.3096,1.096,1,1,0,0,0,0,1
2017-02-07 02:00:00,6.744,64.955,0.3132,1.028,2,1,0,0,0,0,1
2017-02-07 03:00:00,6.346,66.05,0.3132,0.993,3,1,0,0,0,0,1
2017-02-07 04:00:00,6.768,63.505,0.3096,0.988,4,1,0,0,0,0,1
2017-02-07 05:00:00,6.663,63.255,0.306,1.021,5,1,0,0,0,0,1
2017-02-07 06:00:00,7.191,60.752,0.3132,1.041,6,1,0,0,0,0,1
2017-02-07 07:00:00,6.576,64.557,0.3096,0.902,7,1,0,0,0,0,0
2017-02-07 08:00:00,7.592,61.737,0.324,0.996,8,1,0,0,0,0,0
2017-02-07 09:00:00,8.34,59.182,0.324,1.162,9,1,0,0,0,0,0
2017-02-07 10:00:00,9.775,54.918,0.3167999999999999,1.294,10,1,0,0,1,0,0
2017-02-07 11:00:00,11.538,50.413,0.3096,1.385,11,1,0,0,1,0,0
2017-02-07 12:00:00,11.332,55.698,0.3132,1.43,12,1,0,0,1,0,0
2017-02-07 13:00:00,10.477,65.925,0.2988,1.427,13,1,0,0,1,0,0
2017-02-07 14:00:00,10.367,68.865,0.3096,1.408,14,1,0,0,1,0,0
2017-02-07 15:00:00,9.975,78.083,0.3024,1.381,15,1,0,0,1,0,0
2017-02-07 16:00:00,10.368,79.183,0.2808,1.332,16,1,0,0,1,0,0
2017-02-07 17:00:00,10.13,75.05,0.2844,1.405,17,1,0,0,1,0,0
2017-02-07 18:00:00,9.707,74.25,0.2736,1.802,18,1,0,0,1,0,1
2017-02-07 19:00:00,9.182,79.95,0.2952,1.823,19,1,0,0,1,0,1
2017-02-07 20:00:00,8.637,85.05,0.27,1.822,20,1,0,0,1,0,1
2017-02-07 21:00:00,8.618,86.917,0.2952,1.774,21,1,1,0,0,0,1
2017-02-07 22:00:00,8.648,88.317,0.3024,1.657,22,1,1,0,0,0,1
2017-02-07 23:00:00,8.232,89.017,0.2628,1.474,23,1,1,0,0,0,1
2017-02-08 00:00:00,7.572,89.883,0.2663999999999999,1.254,0,1,0,0,0,0,1
2017-02-08 01:00:00,6.984,90.383,0.2663999999999999,1.104,1,1,0,0,0,0,1
2017-02-08 02:00:00,6.826,90.083,0.2628,1.034,2,1,0,0,0,0,1
2017-02-08 03:00:00,6.854,89.633,0.2592,0.993,3,1,0,0,0,0,1
2017-02-08 04:00:00,7.305,89.233,0.2592,0.979,4,1,0,0,0,0,1
2017-02-08 05:00:00,7.387,89.85,0.2628,1.023,5,1,0,0,0,0,1
2017-02-08 06:00:00,6.589,90.333,0.2916,1.033,6,1,0,0,0,0,1
2017-02-08 07:00:00,5.612,90.567,0.2916,0.901,7,1,0,0,0,0,0
2017-02-08 08:00:00,5.459,90.483,12.4704,0.997,8,1,0,0,0,0,0
2017-02-08 09:00:00,5.923,90.283,17.7192,1.163,9,1,0,0,0,0,0
2017-02-08 10:00:00,6.945,89.267,17.708399999999997,1.284,10,1,0,0,1,0,0
2017-02-08 11:00:00,9.58,87.1,17.708399999999997,1.377,11,1,0,0,1,0,0
2017-02-08 12:00:00,10.335,80.3,17.7012,1.419,12,1,0,0,1,0,0
2017-02-08 13:00:00,10.957,75.033,17.708399999999997,1.417,13,1,0,0,1,0,0
2017-02-08 14:00:00,10.873,75.8,17.7012,1.391,14,1,0,0,1,0,0
2017-02-08 15:00:00,11.49,74.433,17.6904,1.372,15,1,0,0,1,0,0
2017-02-08 16:00:00,11.63,71.488,17.7012,1.328,16,1,0,0,1,0,0
2017-02-08 17:00:00,12.198,66.82,17.6976,1.372,17,1,0,0,1,0,0
2017-02-08 18:00:00,10.378,81.6,17.708399999999997,1.788,18,1,0,0,1,0,1
2017-02-08 19:00:00,9.55,86.05,17.704800000000002,1.831,19,1,0,0,1,0,1
2017-02-08 20:00:00,9.372,85.583,17.704800000000002,1.836,20,1,0,0,1,0,1
2017-02-08 21:00:00,9.275,88.0,17.7012,1.793,21,1,1,0,0,0,1
2017-02-08 22:00:00,9.873,87.3,17.708399999999997,1.655,22,1,1,0,0,0,1
2017-02-08 23:00:00,11.798,69.91,17.708399999999997,1.448,23,1,1,0,0,0,1
2017-02-09 00:00:00,11.96,68.075,17.708399999999997,1.254,0,1,0,0,0,0,1
2017-02-09 01:00:00,11.978,67.812,17.704800000000002,1.107,1,1,0,0,0,0,1
2017-02-09 02:00:00,11.593,66.795,17.712,1.024,2,1,0,0,0,0,1
2017-02-09 03:00:00,11.367,66.005,17.6976,0.991,3,1,0,0,0,0,1
2017-02-09 04:00:00,11.21,66.827,17.7012,1.002,4,1,0,0,0,0,1
2017-02-09 05:00:00,11.267,65.337,17.704800000000002,1.035,5,1,0,0,0,0,1
2017-02-09 06:00:00,11.315,66.433,17.7012,1.028,6,1,0,0,0,0,1
2017-02-09 07:00:00,11.217,66.695,17.708399999999997,0.897,7,1,0,0,0,0,0
2017-02-09 08:00:00,10.423,70.813,17.704800000000002,1.0,8,1,0,0,0,0,0
2017-02-09 09:00:00,11.885,66.532,17.712,1.152,9,1,0,0,0,0,0
2017-02-09 10:00:00,13.18,59.912,17.694,1.289,10,1,0,0,1,0,0
2017-02-09 11:00:00,14.058,58.058,17.6976,1.375,11,1,0,0,1,0,0
2017-02-09 12:00:00,14.517,54.112,17.6976,1.418,12,1,0,0,1,0,0
2017-02-09 13:00:00,14.59,55.918,17.704800000000002,1.416,13,1,0,0,1,0,0
2017-02-09 14:00:00,14.525,56.972,17.704800000000002,1.408,14,1,0,0,1,0,0
2017-02-09 15:00:00,14.393,60.07,17.704800000000002,1.379,15,1,0,0,1,0,0
2017-02-09 16:00:00,13.502,63.217,17.708399999999997,1.348,16,1,0,0,1,0,0
2017-02-09 17:00:00,13.622,59.82,17.708399999999997,1.41,17,1,0,0,1,0,0
2017-02-09 18:00:00,13.493,62.182,17.704800000000002,1.805,18,1,0,0,1,0,1
2017-02-09 19:00:00,13.443,62.167,17.712,1.83,19,1,0,0,1,0,1
2017-02-09 20:00:00,13.583,62.758,17.704800000000002,1.837,20,1,0,0,1,0,1
2017-02-09 21:00:00,13.605,64.05,17.6976,1.791,21,1,1,0,0,0,1
2017-02-09 22:00:00,13.535,66.438,17.6832,1.676,22,1,1,0,0,0,1
2017-02-09 23:00:00,13.453,67.45,17.6904,1.475,23,1,1,0,0,0,1
2017-02-10 00:00:00,13.188,70.08,17.6832,1.263,0,1,0,0,0,0,1
2017-02-10 01:00:00,12.828,71.4,17.6832,1.113,1,1,0,0,0,0,1
2017-02-10 02:00:00,12.467,75.683,17.694,1.031,2,1,0,0,0,0,1
2017-02-10 03:00:00,11.883,80.917,17.7012,0.99,3,1,0,0,0,0,1
2017-02-10 04:00:00,11.918,81.117,17.7012,0.982,4,1,0,0,0,0,1
2017-02-10 05:00:00,12.055,81.15,17.712,1.022,5,1,0,0,0,0,1
2017-02-10 06:00:00,12.25,80.8,17.7012,1.03,6,1,0,0,0,0,1
2017-02-10 07:00:00,11.905,82.817,17.7012,0.918,7,1,0,0,0,0,0
2017-02-10 08:00:00,11.533,85.833,17.708399999999997,1.016,8,1,0,0,0,0,0
2017-02-10 09:00:00,11.497,87.05,17.712,1.097,9,1,0,0,0,0,0
2017-02-10 10:00:00,11.802,84.8,17.7012,1.262,10,1,0,0,1,0,0
2017-02-10 11:00:00,11.897,83.85,17.7012,1.347,11,1,0,0,1,0,0
2017-02-10 12:00:00,11.73,87.233,17.708399999999997,1.375,12,1,0,0,1,0,0
2017-02-10 13:00:00,11.845,86.4,17.704800000000002,1.379,13,1,0,0,1,0,0
2017-02-10 14:00:00,12.495,85.35,17.708399999999997,1.406,14,1,0,0,1,0,0
2017-02-10 15:00:00,13.228,78.65,17.708399999999997,1.446,15,1,0,0,1,0,0
2017-02-10 16:00:00,13.483,75.3,17.7012,1.471,16,1,0,0,1,0,0
2017-02-10 17:00:00,13.842,73.317,17.6976,1.557,17,1,0,0,1,0,0
2017-02-10 18:00:00,13.288,72.3,17.6976,1.878,18,1,0,0,1,0,1
2017-02-10 19:00:00,12.56,75.033,17.7012,1.873,19,1,0,0,1,0,1
2017-02-10 20:00:00,11.255,78.867,17.694,1.864,20,1,0,0,1,0,1
2017-02-10 21:00:00,10.268,81.417,17.6976,1.793,21,1,1,0,0,0,1
2017-02-10 22:00:00,10.722,79.95,17.694,1.66,22,1,1,0,0,0,1
2017-02-10 23:00:00,11.638,76.283,17.6904,1.492,23,1,1,0,0,0,1
2017-02-11 00:00:00,12.25,74.517,17.6976,1.271,0,1,0,0,0,0,1
2017-02-11 01:00:00,12.355,75.433,17.694,1.124,1,1,0,0,0,0,1
2017-02-11 02:00:00,12.42,76.25,17.6904,1.042,2,1,0,0,0,0,1
2017-02-11 03:00:00,12.353,77.15,17.694,0.999,3,1,0,0,0,0,1
2017-02-11 04:00:00,12.31,75.833,17.6904,0.987,4,1,0,0,0,0,1
2017-02-11 05:00:00,12.12,76.533,17.6976,1.027,5,1,0,0,0,0,1
2017-02-11 06:00:00,11.95,77.533,17.694,1.017,6,1,0,0,0,0,1
2017-02-11 07:00:00,10.64,81.8,17.694,0.869,7,1,0,0,0,0,0
2017-02-11 08:00:00,10.068,84.05,17.6904,0.955,8,1,0,0,0,0,0
2017-02-11 09:00:00,10.637,83.933,17.694,1.11,9,1,0,0,0,0,0
2017-02-11 10:00:00,13.477,75.763,17.6868,1.278,10,1,0,0,1,0,0
2017-02-11 11:00:00,14.992,58.86,17.128800000000002,1.387,11,1,0,0,1,0,0
2017-02-11 12:00:00,15.252,63.995,0.2736,1.435,12,1,0,0,1,0,0
2017-02-11 13:00:00,15.017,62.998,0.2772,1.441,13,1,0,0,1,0,0
2017-02-11 14:00:00,14.632,63.282,0.2808,1.442,14,1,0,0,1,0,0
2017-02-11 15:00:00,14.388,65.827,0.3204,1.403,15,1,0,0,1,0,0
2017-02-11 16:00:00,14.148,67.138,0.288,1.421,16,1,0,0,1,0,0
2017-02-11 17:00:00,13.902,68.618,0.2952,1.465,17,1,0,0,1,0,0
2017-02-11 18:00:00,13.668,72.583,0.2663999999999999,1.828,18,1,0,0,1,0,1
2017-02-11 19:00:00,13.058,76.083,0.27,1.889,19,1,0,0,1,0,1
2017-02-11 20:00:00,11.713,78.583,0.2736,1.86,20,1,0,0,1,0,1
2017-02-11 21:00:00,11.483,80.267,0.2663999999999999,1.792,21,1,1,0,0,0,1
2017-02-11 22:00:00,11.363,82.4,0.27,1.69,22,1,1,0,0,0,1
2017-02-11 23:00:00,11.4,85.267,0.2736,1.509,23,1,1,0,0,0,1
2017-02-12 00:00:00,11.2,87.1,0.2628,1.299,0,1,0,0,0,0,1
2017-02-12 01:00:00,11.035,88.817,0.2556,1.136,1,1,0,0,0,0,1
2017-02-12 02:00:00,11.01,89.85,0.2808,1.029,2,1,0,0,0,0,1
2017-02-12 03:00:00,11.02,90.6,0.2952,0.981,3,1,0,0,0,0,1
2017-02-12 04:00:00,10.798,91.083,0.288,0.962,4,1,0,0,0,0,1
2017-02-12 05:00:00,10.81,91.6,0.2952,0.995,5,1,0,0,0,0,1
2017-02-12 06:00:00,10.638,92.067,0.2916,0.96,6,1,0,0,0,0,1
2017-02-12 07:00:00,10.668,92.4,0.2808,0.793,7,1,0,0,0,0,0
2017-02-12 08:00:00,10.768,92.267,0.2916,0.827,8,1,0,0,0,0,0
2017-02-12 09:00:00,10.913,92.217,0.2952,0.956,9,1,0,0,0,0,0
2017-02-12 10:00:00,11.773,91.933,0.3024,1.112,10,1,0,0,1,0,0
2017-02-12 11:00:00,13.743,83.45,0.306,1.232,11,1,0,0,1,0,0
2017-02-12 12:00:00,13.815,79.683,0.2592,1.34,12,1,0,0,1,0,0
2017-02-12 13:00:00,12.943,85.367,0.2592,1.409,13,1,0,0,1,0,0
2017-02-12 14:00:00,13.345,83.567,0.2663999999999999,1.414,14,1,0,0,1,0,0
2017-02-12 15:00:00,12.952,85.5,0.2663999999999999,1.378,15,1,0,0,1,0,0
2017-02-12 16:00:00,12.983,85.617,0.2556,1.363,16,1,0,0,1,0,0
2017-02-12 17:00:00,13.245,82.233,0.2592,1.471,17,1,0,0,1,0,0
2017-02-12 18:00:00,13.005,83.167,0.2628,1.829,18,1,0,0,1,0,1
2017-02-12 19:00:00,12.668,86.4,0.2592,1.895,19,1,0,0,1,0,1
2017-02-12 20:00:00,12.557,87.283,0.2592,1.915,20,1,0,0,1,0,1
2017-02-12 21:00:00,12.065,88.25,0.2808,1.801,21,1,1,0,0,0,1
2017-02-12 22:00:00,11.425,89.317,0.2736,1.678,22,1,1,0,0,0,1
2017-02-12 23:00:00,11.023,90.45,0.2988,1.431,23,1,1,0,0,0,1
2017-02-13 00:00:00,10.383,90.783,0.288,1.226,0,1,0,0,0,0,1
2017-02-13 01:00:00,9.632,91.017,0.288,1.095,1,1,0,0,0,0,1
2017-02-13 02:00:00,8.91,90.817,0.288,1.031,2,1,0,0,0,0,1
2017-02-13 03:00:00,8.458,90.65,0.2916,0.996,3,1,0,0,0,0,1
2017-02-13 04:00:00,8.352,90.317,0.3024,0.997,4,1,0,0,0,0,1
2017-02-13 05:00:00,8.572,89.983,0.2952,1.045,5,1,0,0,0,0,1
2017-02-13 06:00:00,8.638,89.183,0.2952,1.055,6,1,0,0,0,0,1
2017-02-13 07:00:00,8.567,89.05,0.2916,1.02,7,1,0,0,0,0,0
2017-02-13 08:00:00,8.752,87.467,0.2916,1.08,8,1,0,0,0,0,0
2017-02-13 09:00:00,9.023,85.933,0.306,1.223,9,1,0,0,0,0,0
2017-02-13 10:00:00,10.933,82.7,0.3024,1.355,10,1,0,0,1,0,0
2017-02-13 11:00:00,13.025,75.783,0.3024,1.444,11,1,0,0,1,0,0
2017-02-13 12:00:00,15.05,69.315,0.3024,1.532,12,1,0,0,1,0,0
2017-02-13 13:00:00,16.518,57.495,0.306,1.576,13,1,0,0,1,0,0
2017-02-13 14:00:00,17.51,54.715,0.3024,1.501,14,1,0,0,1,0,0
2017-02-13 15:00:00,17.28,53.868,0.3167999999999999,1.49,15,1,0,0,1,0,0
2017-02-13 16:00:00,16.565,54.71,0.3132,1.455,16,1,0,0,1,0,0
2017-02-13 17:00:00,15.857,55.427,0.306,1.468,17,1,0,0,1,0,0
2017-02-13 18:00:00,15.515,59.667,0.306,1.863,18,1,0,0,1,0,1
2017-02-13 19:00:00,14.397,67.628,0.2952,1.916,19,1,0,0,1,0,1
2017-02-13 20:00:00,13.952,68.667,0.2988,1.908,20,1,0,0,1,0,1
2017-02-13 21:00:00,13.54,70.71,0.2988,1.843,21,1,1,0,0,0,1
2017-02-13 22:00:00,12.677,72.597,0.3024,1.685,22,1,1,0,0,0,1
2017-02-13 23:00:00,11.75,76.0,0.3024,1.443,23,1,1,0,0,0,1
2017-02-14 00:00:00,11.253,74.9,0.3096,1.243,0,1,0,0,0,0,1
2017-02-14 01:00:00,10.938,75.05,0.306,1.105,1,1,0,0,0,0,1
2017-02-14 02:00:00,10.87,73.4,0.306,1.028,2,1,0,0,0,0,1
2017-02-14 03:00:00,10.33,73.8,0.306,0.991,3,1,0,0,0,0,1
2017-02-14 04:00:00,10.813,72.467,0.306,0.992,4,1,0,0,0,0,1
2017-02-14 05:00:00,11.292,69.56,0.3096,1.043,5,1,0,0,0,0,1
2017-02-14 06:00:00,12.868,63.268,0.2988,1.056,6,1,0,0,0,0,1
2017-02-14 07:00:00,12.285,64.257,0.3167999999999999,1.009,7,1,0,0,0,0,0
2017-02-14 08:00:00,13.138,62.382,0.2988,1.057,8,1,0,0,0,0,0
2017-02-14 09:00:00,14.278,56.14,0.2988,1.176,9,1,0,0,0,0,0
2017-02-14 10:00:00,15.205,54.247,0.2988,1.281,10,1,0,0,1,0,0
2017-02-14 11:00:00,16.067,52.432,0.2988,1.368,11,1,0,0,1,0,0
2017-02-14 12:00:00,16.522,53.468,0.2952,1.415,12,1,0,0,1,0,0
2017-02-14 13:00:00,16.557,56.515,0.2952,1.42,13,1,0,0,1,0,0
2017-02-14 14:00:00,15.96,59.558,0.2952,1.399,14,1,0,0,1,0,0
2017-02-14 15:00:00,16.393,58.568,0.3167999999999999,1.344,15,1,0,0,1,0,0
2017-02-14 16:00:00,15.953,59.113,0.288,1.342,16,1,0,0,1,0,0
2017-02-14 17:00:00,15.685,59.595,0.288,1.362,17,1,0,0,1,0,0
2017-02-14 18:00:00,15.53,61.507,0.2916,1.808,18,1,0,0,1,0,1
2017-02-14 19:00:00,15.272,64.617,0.2952,1.864,19,1,0,0,1,0,1
2017-02-14 20:00:00,15.422,63.432,0.2916,1.852,20,1,0,0,1,0,1
2017-02-14 21:00:00,15.318,63.478,0.288,1.805,21,1,1,0,0,0,1
2017-02-14 22:00:00,15.152,65.525,0.2916,1.678,22,1,1,0,0,0,1
2017-02-14 23:00:00,15.038,65.922,0.2952,1.459,23,1,1,0,0,0,1
2017-02-15 00:00:00,15.34,63.697,0.288,1.239,0,1,0,0,0,0,1
2017-02-15 01:00:00,15.373,63.502,0.2916,1.097,1,1,0,0,0,0,1
2017-02-15 02:00:00,15.5,63.178,0.2916,1.02,2,1,0,0,0,0,1
